dataset,retriever,representation,case_id,candidate_count,picked_case_id,top_score,family_hit,first_service_hit,sre_first_service_hit,service_metric_hit
Triage-Bench,BM25,four_field_with_order,S13_payment_unreachable_run_01,199,S12_cart_failed_readiness_run_01,,false,false,,false
Triage-Bench,BM25,four_field_with_order,S14_recommendation_network_loss_run_01,199,S10_productcatalog_failure_run_08,,false,false,,false
Triage-Bench,BM25,four_field_with_order,S15_email_pod_kill_run_01,199,S10_productcatalog_failure_run_06,,false,false,,false
Triage-Bench,BM25,four_field_with_order,S16_productcatalog_http_abort_run_01,199,S12_cart_failed_readiness_run_05,,false,false,,false
Triage-Bench,BM25,four_field_with_order,S17_ad_pod_failure_run_04,199,S17_ad_pod_failure_run_06,,true,true,,true
Triage-Bench,BM25,four_field_with_order,S17_ad_pod_failure_run_05,199,S17_ad_pod_failure_run_07,,true,true,,true
Triage-Bench,BM25,four_field_with_order,S17_ad_pod_failure_run_06,199,S17_ad_pod_failure_run_04,,true,true,,true
Triage-Bench,BM25,four_field_with_order,S17_ad_pod_failure_run_07,199,S17_ad_pod_failure_run_05,,true,true,,true
Triage-Bench,BM25,four_field_with_order,S18_recommendation_pod_failure_run_04,199,S18_recommendation_pod_failure_run_07,,true,true,,true
Triage-Bench,BM25,four_field_with_order,S18_recommendation_pod_failure_run_05,199,S18_recommendation_pod_failure_run_06,,true,true,,true
Triage-Bench,BM25,four_field_with_order,S18_recommendation_pod_failure_run_06,199,S18_recommendation_pod_failure_run_05,,true,true,,true
Triage-Bench,BM25,four_field_with_order,S18_recommendation_pod_failure_run_07,199,S18_recommendation_pod_failure_run_04,,true,true,,true
Triage-Bench,BM25,four_field_with_order,S19_frontend_pod_failure_run_04,199,S19_frontend_pod_failure_run_09,,true,true,,true
Triage-Bench,BM25,four_field_with_order,S19_frontend_pod_failure_run_05,199,S19_frontend_pod_failure_run_08,,true,true,,true
Triage-Bench,BM25,four_field_with_order,S19_frontend_pod_failure_run_06,199,S19_frontend_pod_failure_run_05,,true,true,,true
Triage-Bench,BM25,four_field_with_order,S19_frontend_pod_failure_run_07,199,S19_frontend_pod_failure_run_05,,true,true,,true
Triage-Bench,BM25,four_field_with_order,S19_frontend_pod_failure_run_08,199,S19_frontend_pod_failure_run_05,,true,true,,true
Triage-Bench,BM25,four_field_with_order,S19_frontend_pod_failure_run_09,199,S19_frontend_pod_failure_run_04,,true,true,,true
Triage-Bench,BM25,four_field_with_order,S20_email_pod_failure_run_04,199,S20_email_pod_failure_run_06,,true,true,,true
Triage-Bench,BM25,four_field_with_order,S20_email_pod_failure_run_05,199,S20_email_pod_failure_run_06,,true,true,,true
Triage-Bench,BM25,four_field_with_order,S20_email_pod_failure_run_06,199,S20_email_pod_failure_run_05,,true,true,,true
Triage-Bench,BM25,four_field_with_order,S20_email_pod_failure_run_07,199,S20_email_pod_failure_run_08,,true,true,,true
Triage-Bench,BM25,four_field_with_order,S20_email_pod_failure_run_08,199,S20_email_pod_failure_run_06,,true,true,,true
Triage-Bench,BM25,four_field_with_order,S20_email_pod_failure_run_09,199,S20_email_pod_failure_run_06,,true,true,,true
Triage-Bench,BM25,four_field_with_order,S21_cart_pod_failure_run_04,199,S21_cart_pod_failure_run_05,,true,true,,true
Triage-Bench,BM25,four_field_with_order,S21_cart_pod_failure_run_05,199,S21_cart_pod_failure_run_04,,true,true,,true
Triage-Bench,BM25,four_field_with_order,S21_cart_pod_failure_run_06,199,S21_cart_pod_failure_run_04,,true,true,,true
Triage-Bench,BM25,four_field_with_order,S21_cart_pod_failure_run_07,199,S21_cart_pod_failure_run_05,,true,true,,true
Triage-Bench,BM25,four_field_with_order,S21_cart_pod_failure_run_08,199,S21_cart_pod_failure_run_09,,true,true,,true
Triage-Bench,BM25,four_field_with_order,S21_cart_pod_failure_run_09,199,S21_cart_pod_failure_run_08,,true,true,,true
Triage-Bench,BM25,four_field_with_order,S22_image_provider_memory_stress_run_04,199,S22_image_provider_memory_stress_run_06,,true,true,,true
Triage-Bench,BM25,four_field_with_order,S22_image_provider_memory_stress_run_05,199,S22_image_provider_memory_stress_run_06,,true,true,,true
Triage-Bench,BM25,four_field_with_order,S22_image_provider_memory_stress_run_06,199,S22_image_provider_memory_stress_run_05,,true,true,,true
Triage-Bench,BM25,four_field_with_order,S22_image_provider_memory_stress_run_07,199,S22_image_provider_memory_stress_run_05,,true,true,,true
Triage-Bench,BM25,four_field_with_order,S22_image_provider_memory_stress_run_08,199,S22_image_provider_memory_stress_run_05,,true,true,,true
Triage-Bench,BM25,four_field_with_order,S22_image_provider_memory_stress_run_09,199,S11_image_slow_load_run_01,,false,false,,false
Triage-Bench,BM25,four_field_with_order,S23_productcatalog_flag_mixed_run_04,199,S23_productcatalog_flag_mixed_run_05,,true,true,,true
Triage-Bench,BM25,four_field_with_order,S23_productcatalog_flag_mixed_run_05,199,S23_productcatalog_flag_mixed_run_04,,true,true,,true
Triage-Bench,BM25,four_field_with_order,S23_productcatalog_flag_mixed_run_06,199,S16_productcatalog_http_abort_run_01,,false,false,,false
Triage-Bench,BM25,four_field_with_order,S23_productcatalog_flag_mixed_run_07,199,S12_cart_failed_readiness_run_05,,false,false,,false
Triage-Bench,BM25,four_field_with_order,S23_productcatalog_flag_mixed_run_08,199,S11_image_slow_load_run_09,,false,false,,false
Triage-Bench,BM25,four_field_with_order,S23_productcatalog_flag_mixed_run_09,199,S12_cart_failed_readiness_run_02,,false,false,,false
Triage-Field,Dense MiniLM,alert_message_only,O01,29,O03,1.000000,true,true,true,not_scored
Triage-Field,Dense MiniLM,alert_message_only,O02,29,O01,0.967606,true,true,true,not_scored
Triage-Field,Dense MiniLM,alert_message_only,O03,29,O01,1.000000,true,true,true,not_scored
Triage-Field,Dense MiniLM,alert_message_only,O04,29,O29,0.887980,false,false,true,not_scored
Triage-Field,Dense MiniLM,alert_message_only,O05,29,O01,1.000000,true,true,true,not_scored
Triage-Field,Dense MiniLM,alert_message_only,O06,29,O01,1.000000,true,true,true,not_scored
Triage-Field,Dense MiniLM,alert_message_only,O07,29,O01,1.000000,true,true,false,not_scored
Triage-Field,Dense MiniLM,alert_message_only,O08,29,O01,1.000000,true,true,true,not_scored
Triage-Field,Dense MiniLM,alert_message_only,O09,29,O01,1.000000,true,true,true,not_scored
Triage-Field,Dense MiniLM,alert_message_only,O10,29,O12,1.000000,true,true,true,not_scored
Triage-Field,Dense MiniLM,alert_message_only,O11,29,O30,0.989112,false,false,false,not_scored
Triage-Field,Dense MiniLM,alert_message_only,O12,29,O10,1.000000,true,true,true,not_scored
Triage-Field,Dense MiniLM,alert_message_only,O13,29,O10,1.000000,true,true,true,not_scored
Triage-Field,Dense MiniLM,alert_message_only,O14,29,O21,1.000000,false,false,false,not_scored
Triage-Field,Dense MiniLM,alert_message_only,O15,29,O16,0.889313,true,true,false,not_scored
Triage-Field,Dense MiniLM,alert_message_only,O16,29,O15,0.889313,true,true,false,not_scored
Triage-Field,Dense MiniLM,alert_message_only,O17,29,O10,0.957556,false,false,false,not_scored
Triage-Field,Dense MiniLM,alert_message_only,O18,29,O14,0.988893,false,true,false,not_scored
Triage-Field,Dense MiniLM,alert_message_only,O19,29,O25,1.000000,true,true,true,not_scored
Triage-Field,Dense MiniLM,alert_message_only,O20,29,O19,0.944879,true,true,true,not_scored
Triage-Field,Dense MiniLM,alert_message_only,O21,29,O14,1.000000,false,false,false,not_scored
Triage-Field,Dense MiniLM,alert_message_only,O22,29,O23,1.000000,true,true,true,not_scored
Triage-Field,Dense MiniLM,alert_message_only,O23,29,O22,1.000000,true,true,true,not_scored
Triage-Field,Dense MiniLM,alert_message_only,O24,29,O22,1.000000,false,false,false,not_scored
Triage-Field,Dense MiniLM,alert_message_only,O25,29,O19,1.000000,true,true,true,not_scored
Triage-Field,Dense MiniLM,alert_message_only,O26,29,O14,1.000000,false,false,false,not_scored
Triage-Field,Dense MiniLM,alert_message_only,O27,29,O19,1.000000,true,true,true,not_scored
Triage-Field,Dense MiniLM,alert_message_only,O28,29,O14,1.000000,false,false,false,not_scored
Triage-Field,Dense MiniLM,alert_message_only,O29,29,O19,0.943879,false,false,true,not_scored
Triage-Field,Dense MiniLM,alert_message_only,O30,29,O11,0.989112,false,false,false,not_scored
Triage-Field,Dense MiniLM,through_earliest_abnormal,O01,29,O02,0.980400,true,true,true,not_scored
Triage-Field,Dense MiniLM,through_earliest_abnormal,O02,29,O01,0.980400,true,true,true,not_scored
Triage-Field,Dense MiniLM,through_earliest_abnormal,O03,29,O06,0.996781,true,true,true,not_scored
Triage-Field,Dense MiniLM,through_earliest_abnormal,O04,29,O22,0.920247,false,false,true,not_scored
Triage-Field,Dense MiniLM,through_earliest_abnormal,O05,29,O08,0.992454,true,true,true,not_scored
Triage-Field,Dense MiniLM,through_earliest_abnormal,O06,29,O03,0.996781,true,true,true,not_scored
Triage-Field,Dense MiniLM,through_earliest_abnormal,O07,29,O09,0.998279,true,true,false,not_scored
Triage-Field,Dense MiniLM,through_earliest_abnormal,O08,29,O05,0.992454,true,true,true,not_scored
Triage-Field,Dense MiniLM,through_earliest_abnormal,O09,29,O07,0.998279,true,true,false,not_scored
Triage-Field,Dense MiniLM,through_earliest_abnormal,O10,29,O13,0.982885,true,true,true,not_scored
Triage-Field,Dense MiniLM,through_earliest_abnormal,O11,29,O30,0.980324,false,false,false,not_scored
Triage-Field,Dense MiniLM,through_earliest_abnormal,O12,29,O17,0.956471,false,false,false,not_scored
Triage-Field,Dense MiniLM,through_earliest_abnormal,O13,29,O10,0.982885,true,true,true,not_scored
Triage-Field,Dense MiniLM,through_earliest_abnormal,O14,29,O18,0.993339,false,true,false,not_scored
Triage-Field,Dense MiniLM,through_earliest_abnormal,O15,29,O16,0.941318,true,true,false,not_scored
Triage-Field,Dense MiniLM,through_earliest_abnormal,O16,29,O15,0.941318,true,true,false,not_scored
Triage-Field,Dense MiniLM,through_earliest_abnormal,O17,29,O12,0.956471,false,false,false,not_scored
Triage-Field,Dense MiniLM,through_earliest_abnormal,O18,29,O14,0.993339,false,true,false,not_scored
Triage-Field,Dense MiniLM,through_earliest_abnormal,O19,29,O21,0.979977,false,false,false,not_scored
Triage-Field,Dense MiniLM,through_earliest_abnormal,O20,29,O27,0.972746,true,true,true,not_scored
Triage-Field,Dense MiniLM,through_earliest_abnormal,O21,29,O28,1.000000,true,true,true,not_scored
Triage-Field,Dense MiniLM,through_earliest_abnormal,O22,29,O30,0.970787,true,true,true,not_scored
Triage-Field,Dense MiniLM,through_earliest_abnormal,O23,29,O22,0.967389,true,true,true,not_scored
Triage-Field,Dense MiniLM,through_earliest_abnormal,O24,29,O09,0.976067,false,false,false,not_scored
Triage-Field,Dense MiniLM,through_earliest_abnormal,O25,29,O27,0.996319,true,true,true,not_scored
Triage-Field,Dense MiniLM,through_earliest_abnormal,O26,29,O14,0.993192,false,false,false,not_scored
Triage-Field,Dense MiniLM,through_earliest_abnormal,O27,29,O25,0.996319,true,true,true,not_scored
Triage-Field,Dense MiniLM,through_earliest_abnormal,O28,29,O21,1.000000,true,true,true,not_scored
Triage-Field,Dense MiniLM,through_earliest_abnormal,O29,29,O23,0.954146,false,false,true,not_scored
Triage-Field,Dense MiniLM,through_earliest_abnormal,O30,29,O05,0.980436,false,false,false,not_scored
Triage-Field,Dense MiniLM,four_field_with_order,O01,29,O02,0.993438,true,true,true,not_scored
Triage-Field,Dense MiniLM,four_field_with_order,O02,29,O01,0.993438,true,true,true,not_scored
Triage-Field,Dense MiniLM,four_field_with_order,O03,29,O06,0.999440,true,true,true,not_scored
Triage-Field,Dense MiniLM,four_field_with_order,O04,29,O05,0.963945,true,true,false,not_scored
Triage-Field,Dense MiniLM,four_field_with_order,O05,29,O08,0.997701,true,true,true,not_scored
Triage-Field,Dense MiniLM,four_field_with_order,O06,29,O03,0.999440,true,true,true,not_scored
Triage-Field,Dense MiniLM,four_field_with_order,O07,29,O09,0.999089,true,true,false,not_scored
Triage-Field,Dense MiniLM,four_field_with_order,O08,29,O05,0.997701,true,true,true,not_scored
Triage-Field,Dense MiniLM,four_field_with_order,O09,29,O07,0.999089,true,true,false,not_scored
Triage-Field,Dense MiniLM,four_field_with_order,O10,29,O11,0.989708,true,true,true,not_scored
Triage-Field,Dense MiniLM,four_field_with_order,O11,29,O10,0.989708,true,true,true,not_scored
Triage-Field,Dense MiniLM,four_field_with_order,O12,29,O21,0.976628,false,false,false,not_scored
Triage-Field,Dense MiniLM,four_field_with_order,O13,29,O25,0.985482,false,false,false,not_scored
Triage-Field,Dense MiniLM,four_field_with_order,O14,29,O26,0.993702,false,false,false,not_scored
Triage-Field,Dense MiniLM,four_field_with_order,O15,29,O16,0.980361,true,true,false,not_scored
Triage-Field,Dense MiniLM,four_field_with_order,O16,29,O15,0.980361,true,true,false,not_scored
Triage-Field,Dense MiniLM,four_field_with_order,O17,29,O21,0.971958,false,true,true,not_scored
Triage-Field,Dense MiniLM,four_field_with_order,O18,29,O26,0.994646,false,false,false,not_scored
Triage-Field,Dense MiniLM,four_field_with_order,O19,29,O21,0.983755,false,false,false,not_scored
Triage-Field,Dense MiniLM,four_field_with_order,O20,29,O26,0.989407,false,false,false,not_scored
Triage-Field,Dense MiniLM,four_field_with_order,O21,29,O28,1.000000,true,true,true,not_scored
Triage-Field,Dense MiniLM,four_field_with_order,O22,29,O30,0.988184,true,true,true,not_scored
Triage-Field,Dense MiniLM,four_field_with_order,O23,29,O22,0.977293,true,true,true,not_scored
Triage-Field,Dense MiniLM,four_field_with_order,O24,29,O07,0.979714,false,false,false,not_scored
Triage-Field,Dense MiniLM,four_field_with_order,O25,29,O27,0.999362,true,true,true,not_scored
Triage-Field,Dense MiniLM,four_field_with_order,O26,29,O18,0.994646,false,false,false,not_scored
Triage-Field,Dense MiniLM,four_field_with_order,O27,29,O25,0.999362,true,true,true,not_scored
Triage-Field,Dense MiniLM,four_field_with_order,O28,29,O21,1.000000,true,true,true,not_scored
Triage-Field,Dense MiniLM,four_field_with_order,O29,29,O23,0.975859,false,false,true,not_scored
Triage-Field,Dense MiniLM,four_field_with_order,O30,29,O22,0.988184,true,true,true,not_scored
Triage-Bench,Dense MiniLM,alert_message_only,S01_ad_high_cpu_run_01,199,S01_ad_high_cpu_run_07,,true,true,,true
Triage-Bench,Dense MiniLM,alert_message_only,S01_ad_high_cpu_run_02,199,S01_ad_high_cpu_run_05,,true,true,,true
Triage-Bench,Dense MiniLM,alert_message_only,S01_ad_high_cpu_run_03,199,S01_ad_high_cpu_run_08,,true,true,,true
Triage-Bench,Dense MiniLM,alert_message_only,S01_ad_high_cpu_run_04,199,S01_ad_high_cpu_run_05,,true,true,,true
Triage-Bench,Dense MiniLM,alert_message_only,S01_ad_high_cpu_run_05,199,S01_ad_high_cpu_run_02,,true,true,,true
Triage-Bench,Dense MiniLM,alert_message_only,S01_ad_high_cpu_run_06,199,S01_ad_high_cpu_run_07,,true,true,,true
Triage-Bench,Dense MiniLM,alert_message_only,S01_ad_high_cpu_run_07,199,S01_ad_high_cpu_run_06,,true,true,,true
Triage-Bench,Dense MiniLM,alert_message_only,S01_ad_high_cpu_run_08,199,S01_ad_high_cpu_run_03,,true,true,,true
Triage-Bench,Dense MiniLM,alert_message_only,S01_ad_high_cpu_run_09,199,S01_ad_high_cpu_run_10,,true,true,,true
Triage-Bench,Dense MiniLM,alert_message_only,S01_ad_high_cpu_run_10,199,S01_ad_high_cpu_run_02,,true,true,,true
Triage-Bench,Dense MiniLM,alert_message_only,S02_payment_failure_run_01,199,S02_payment_failure_run_07,,true,true,,true
Triage-Bench,Dense MiniLM,alert_message_only,S02_payment_failure_run_02,199,S02_payment_failure_run_08,,true,true,,true
Triage-Bench,Dense MiniLM,alert_message_only,S02_payment_failure_run_03,199,S02_payment_failure_run_01,,true,true,,true
Triage-Bench,Dense MiniLM,alert_message_only,S02_payment_failure_run_04,199,S10_productcatalog_failure_run_11,,false,false,,false
Triage-Bench,Dense MiniLM,alert_message_only,S02_payment_failure_run_05,199,S02_payment_failure_run_03,,true,true,,true
Triage-Bench,Dense MiniLM,alert_message_only,S02_payment_failure_run_06,199,S10_productcatalog_failure_run_11,,false,false,,false
Triage-Bench,Dense MiniLM,alert_message_only,S02_payment_failure_run_07,199,S02_payment_failure_run_14,,true,true,,true
Triage-Bench,Dense MiniLM,alert_message_only,S02_payment_failure_run_08,199,S02_payment_failure_run_07,,true,true,,true
Triage-Bench,Dense MiniLM,alert_message_only,S02_payment_failure_run_09,199,S02_payment_failure_run_17,,true,true,,true
Triage-Bench,Dense MiniLM,alert_message_only,S02_payment_failure_run_10,199,S02_payment_failure_run_16,,true,true,,true
Triage-Bench,Dense MiniLM,alert_message_only,S02_payment_failure_run_14,199,S02_payment_failure_run_09,,true,true,,true
Triage-Bench,Dense MiniLM,alert_message_only,S02_payment_failure_run_15,199,S02_payment_failure_run_14,,true,true,,true
Triage-Bench,Dense MiniLM,alert_message_only,S02_payment_failure_run_16,199,S02_payment_failure_run_17,,true,true,,true
Triage-Bench,Dense MiniLM,alert_message_only,S02_payment_failure_run_17,199,S02_payment_failure_run_03,,true,true,,true
Triage-Bench,Dense MiniLM,alert_message_only,S03_checkout_pod_kill_run_01,199,S03_checkout_pod_kill_run_04,,true,true,,true
Triage-Bench,Dense MiniLM,alert_message_only,S03_checkout_pod_kill_run_02,199,S03_checkout_pod_kill_run_08,,true,true,,true
Triage-Bench,Dense MiniLM,alert_message_only,S03_checkout_pod_kill_run_03,199,S03_checkout_pod_kill_run_02,,true,true,,true
Triage-Bench,Dense MiniLM,alert_message_only,S03_checkout_pod_kill_run_04,199,S03_checkout_pod_kill_run_14,,true,true,,true
Triage-Bench,Dense MiniLM,alert_message_only,S03_checkout_pod_kill_run_05,199,S03_checkout_pod_kill_run_02,,true,true,,true
Triage-Bench,Dense MiniLM,alert_message_only,S03_checkout_pod_kill_run_06,199,S03_checkout_pod_kill_run_17,,true,true,,true
Triage-Bench,Dense MiniLM,alert_message_only,S03_checkout_pod_kill_run_07,199,S03_checkout_pod_kill_run_02,,true,true,,true
Triage-Bench,Dense MiniLM,alert_message_only,S03_checkout_pod_kill_run_08,199,S03_checkout_pod_kill_run_14,,true,true,,true
Triage-Bench,Dense MiniLM,alert_message_only,S03_checkout_pod_kill_run_09,199,S03_checkout_pod_kill_run_16,,true,true,,true
Triage-Bench,Dense MiniLM,alert_message_only,S03_checkout_pod_kill_run_10,199,S03_checkout_pod_kill_run_17,,true,true,,true
Triage-Bench,Dense MiniLM,alert_message_only,S03_checkout_pod_kill_run_14,199,S03_checkout_pod_kill_run_08,,true,true,,true
Triage-Bench,Dense MiniLM,alert_message_only,S03_checkout_pod_kill_run_15,199,S03_checkout_pod_kill_run_16,,true,true,,true
Triage-Bench,Dense MiniLM,alert_message_only,S03_checkout_pod_kill_run_16,199,S03_checkout_pod_kill_run_10,,true,true,,true
Triage-Bench,Dense MiniLM,alert_message_only,S03_checkout_pod_kill_run_17,199,S03_checkout_pod_kill_run_06,,true,true,,true
Triage-Bench,Dense MiniLM,alert_message_only,S04_productcatalog_network_delay_run_01,199,S04_productcatalog_network_delay_run_07,,true,true,,true
Triage-Bench,Dense MiniLM,alert_message_only,S04_productcatalog_network_delay_run_02,199,S10_productcatalog_failure_run_13,,false,true,,false
Triage-Bench,Dense MiniLM,alert_message_only,S04_productcatalog_network_delay_run_03,199,S04_productcatalog_network_delay_run_06,,true,true,,true
Triage-Bench,Dense MiniLM,alert_message_only,S04_productcatalog_network_delay_run_04,199,S10_productcatalog_failure_run_23,,false,true,,false
Triage-Bench,Dense MiniLM,alert_message_only,S04_productcatalog_network_delay_run_05,199,S04_productcatalog_network_delay_run_08,,true,true,,true
Triage-Bench,Dense MiniLM,alert_message_only,S04_productcatalog_network_delay_run_06,199,S04_productcatalog_network_delay_run_13,,true,true,,true
Triage-Bench,Dense MiniLM,alert_message_only,S04_productcatalog_network_delay_run_07,199,S04_productcatalog_network_delay_run_03,,true,true,,true
Triage-Bench,Dense MiniLM,alert_message_only,S04_productcatalog_network_delay_run_08,199,S04_productcatalog_network_delay_run_10,,true,true,,true
Triage-Bench,Dense MiniLM,alert_message_only,S04_productcatalog_network_delay_run_09,199,S04_productcatalog_network_delay_run_13,,true,true,,true
Triage-Bench,Dense MiniLM,alert_message_only,S04_productcatalog_network_delay_run_10,199,S04_productcatalog_network_delay_run_13,,true,true,,true
Triage-Bench,Dense MiniLM,alert_message_only,S04_productcatalog_network_delay_run_11,199,S04_productcatalog_network_delay_run_05,,true,true,,true
Triage-Bench,Dense MiniLM,alert_message_only,S04_productcatalog_network_delay_run_12,199,S11_image_slow_load_run_02,,false,false,,false
Triage-Bench,Dense MiniLM,alert_message_only,S04_productcatalog_network_delay_run_13,199,S04_productcatalog_network_delay_run_11,,true,true,,true
Triage-Bench,Dense MiniLM,alert_message_only,S04_productcatalog_network_delay_run_14,199,S06_reco_cache_growth_run_02,,false,false,,false
Triage-Bench,Dense MiniLM,alert_message_only,S05_email_memory_leak_run_01,199,S05_email_memory_leak_run_09,,true,true,,true
Triage-Bench,Dense MiniLM,alert_message_only,S05_email_memory_leak_run_02,199,S05_email_memory_leak_run_08,,true,true,,true
Triage-Bench,Dense MiniLM,alert_message_only,S05_email_memory_leak_run_03,199,S05_email_memory_leak_run_05,,true,true,,true
Triage-Bench,Dense MiniLM,alert_message_only,S05_email_memory_leak_run_04,199,S05_email_memory_leak_run_09,,true,true,,true
Triage-Bench,Dense MiniLM,alert_message_only,S05_email_memory_leak_run_05,199,S05_email_memory_leak_run_07,,true,true,,true
Triage-Bench,Dense MiniLM,alert_message_only,S05_email_memory_leak_run_06,199,S05_email_memory_leak_run_08,,true,true,,true
Triage-Bench,Dense MiniLM,alert_message_only,S05_email_memory_leak_run_07,199,S05_email_memory_leak_run_02,,true,true,,true
Triage-Bench,Dense MiniLM,alert_message_only,S05_email_memory_leak_run_08,199,S05_email_memory_leak_run_06,,true,true,,true
Triage-Bench,Dense MiniLM,alert_message_only,S05_email_memory_leak_run_09,199,S05_email_memory_leak_run_07,,true,true,,true
Triage-Bench,Dense MiniLM,alert_message_only,S05_email_memory_leak_run_10,199,S05_email_memory_leak_run_09,,true,true,,true
Triage-Bench,Dense MiniLM,alert_message_only,S05_email_memory_leak_run_11,199,S11_image_slow_load_run_07,,false,false,,false
Triage-Bench,Dense MiniLM,alert_message_only,S06_reco_cache_growth_run_01,199,S06_reco_cache_growth_run_06,,true,true,,true
Triage-Bench,Dense MiniLM,alert_message_only,S06_reco_cache_growth_run_02,199,S04_productcatalog_network_delay_run_14,,false,false,,false
Triage-Bench,Dense MiniLM,alert_message_only,S06_reco_cache_growth_run_03,199,S04_productcatalog_network_delay_run_14,,false,false,,false
Triage-Bench,Dense MiniLM,alert_message_only,S06_reco_cache_growth_run_04,199,S11_image_slow_load_run_02,,false,false,,false
Triage-Bench,Dense MiniLM,alert_message_only,S06_reco_cache_growth_run_05,199,S06_reco_cache_growth_run_09,,true,true,,true
Triage-Bench,Dense MiniLM,alert_message_only,S06_reco_cache_growth_run_06,199,S06_reco_cache_growth_run_01,,true,true,,true
Triage-Bench,Dense MiniLM,alert_message_only,S06_reco_cache_growth_run_07,199,S06_reco_cache_growth_run_11,,true,true,,true
Triage-Bench,Dense MiniLM,alert_message_only,S06_reco_cache_growth_run_08,199,S06_reco_cache_growth_run_11,,true,true,,true
Triage-Bench,Dense MiniLM,alert_message_only,S06_reco_cache_growth_run_09,199,S06_reco_cache_growth_run_11,,true,true,,true
Triage-Bench,Dense MiniLM,alert_message_only,S06_reco_cache_growth_run_10,199,S06_reco_cache_growth_run_09,,true,true,,true
Triage-Bench,Dense MiniLM,alert_message_only,S06_reco_cache_growth_run_11,199,S06_reco_cache_growth_run_06,,true,true,,true
Triage-Bench,Dense MiniLM,alert_message_only,S07_homepage_flood_run_01,199,S07_homepage_flood_run_02,,true,true,,true
Triage-Bench,Dense MiniLM,alert_message_only,S07_homepage_flood_run_02,199,S07_homepage_flood_run_08,,true,true,,true
Triage-Bench,Dense MiniLM,alert_message_only,S07_homepage_flood_run_03,199,S07_homepage_flood_run_02,,true,true,,true
Triage-Bench,Dense MiniLM,alert_message_only,S07_homepage_flood_run_04,199,S10_productcatalog_failure_run_21,,false,false,,false
Triage-Bench,Dense MiniLM,alert_message_only,S07_homepage_flood_run_05,199,S10_productcatalog_failure_run_08,,false,false,,false
Triage-Bench,Dense MiniLM,alert_message_only,S07_homepage_flood_run_06,199,S07_homepage_flood_run_10,,true,true,,true
Triage-Bench,Dense MiniLM,alert_message_only,S07_homepage_flood_run_07,199,S13_payment_unreachable_run_01,,false,false,,false
Triage-Bench,Dense MiniLM,alert_message_only,S07_homepage_flood_run_08,199,S07_homepage_flood_run_03,,true,true,,true
Triage-Bench,Dense MiniLM,alert_message_only,S07_homepage_flood_run_09,199,S03_checkout_pod_kill_run_05,,false,false,,false
Triage-Bench,Dense MiniLM,alert_message_only,S07_homepage_flood_run_10,199,S07_homepage_flood_run_08,,true,true,,true
Triage-Bench,Dense MiniLM,alert_message_only,S08_kafka_queue_lag_run_01,199,S08_kafka_queue_lag_run_03,,true,true,,true
Triage-Bench,Dense MiniLM,alert_message_only,S08_kafka_queue_lag_run_02,199,S08_kafka_queue_lag_run_03,,true,true,,true
Triage-Bench,Dense MiniLM,alert_message_only,S08_kafka_queue_lag_run_03,199,S08_kafka_queue_lag_run_01,,true,true,,true
Triage-Bench,Dense MiniLM,alert_message_only,S08_kafka_queue_lag_run_04,199,S08_kafka_queue_lag_run_02,,true,true,,true
Triage-Bench,Dense MiniLM,alert_message_only,S08_kafka_queue_lag_run_05,199,S10_productcatalog_failure_run_08,,false,false,,false
Triage-Bench,Dense MiniLM,alert_message_only,S08_kafka_queue_lag_run_06,199,S04_productcatalog_network_delay_run_04,,false,false,,false
Triage-Bench,Dense MiniLM,alert_message_only,S08_kafka_queue_lag_run_07,199,S08_kafka_queue_lag_run_03,,true,true,,true
Triage-Bench,Dense MiniLM,alert_message_only,S08_kafka_queue_lag_run_08,199,S08_kafka_queue_lag_run_01,,true,true,,true
Triage-Bench,Dense MiniLM,alert_message_only,S08_kafka_queue_lag_run_09,199,S08_kafka_queue_lag_run_11,,true,true,,true
Triage-Bench,Dense MiniLM,alert_message_only,S08_kafka_queue_lag_run_10,199,S08_kafka_queue_lag_run_09,,true,true,,true
Triage-Bench,Dense MiniLM,alert_message_only,S08_kafka_queue_lag_run_11,199,S08_kafka_queue_lag_run_09,,true,true,,true
Triage-Bench,Dense MiniLM,alert_message_only,S08_kafka_queue_lag_run_12,199,S08_kafka_queue_lag_run_13,,true,true,,true
Triage-Bench,Dense MiniLM,alert_message_only,S08_kafka_queue_lag_run_13,199,S12_cart_failed_readiness_run_07,,false,false,,false
Triage-Bench,Dense MiniLM,alert_message_only,S08_kafka_queue_lag_run_14,199,S01_ad_high_cpu_run_08,,false,false,,false
Triage-Bench,Dense MiniLM,alert_message_only,S09_payment_dns_fault_run_01,199,S09_payment_dns_fault_run_10,,true,true,,true
Triage-Bench,Dense MiniLM,alert_message_only,S09_payment_dns_fault_run_02,199,S09_payment_dns_fault_run_03,,true,true,,true
Triage-Bench,Dense MiniLM,alert_message_only,S09_payment_dns_fault_run_03,199,S09_payment_dns_fault_run_04,,true,true,,true
Triage-Bench,Dense MiniLM,alert_message_only,S09_payment_dns_fault_run_04,199,S09_payment_dns_fault_run_10,,true,true,,true
Triage-Bench,Dense MiniLM,alert_message_only,S09_payment_dns_fault_run_05,199,S10_productcatalog_failure_run_16,,false,false,,false
Triage-Bench,Dense MiniLM,alert_message_only,S09_payment_dns_fault_run_06,199,S04_productcatalog_network_delay_run_02,,false,false,,false
